31428991615,"2015-04-14 14:06:55",::1,,,3,,1,1,
1831428991702,"2015-04-14 14:08:22",::1,1,8,3,880,1380,500,
1831428991762,"2015-04-14 14:09:22",::1,1,8,3,1380,1880,500,
1831428991783,"2015-04-14 14:09:43",::1,1,8,3,1880,2380,500,
1831428991827,"2015-04-14 14:10:27",::1,1,8,3,2380,2381,1,
1831428992143,"2015-04-14 14:15:43",::1,1,8,3,2381,2382,1,
